ID	env	paniclelength	numberofprimary	secondarybranchnumber	primarybranchlength	secondarybranchlength	spikeletsperprimarybranch	spikeletspersecondarybranch	spikeletsperpanicle
W312	2014WH	NA	NA	NA	NA	NA	NA	NA	87.79310345
C156	2014WH	21.4	6	21	13.05	2.933333333	5.166666667	3.5	88.08108108
W315	2014WH	NA	NA	NA	NA	NA	NA	NA	88.22857143
W066	2014WH	23.06666667	7.666666667	24	11.76666667	3.033333333	6.166666667	3.833333333	88.24137931
W071	2014WH	25.4	8.333333333	25.33333333	12.45	2.833333333	6	3.666666667	88.38983051
W174	2014WH	21.5	9.666666667	23	12.6	3.283333333	6	3.833333333	89.08333333
W039	2014WH	26.7	11.33333333	27.66666667	13.31666667	3.116666667	6.833333333	3.166666667	89.17021277
W216	2014WH	22.76666667	13	13.33333333	10.15	2.633333333	6.166666667	3	89.88888889
W191	2014WH	NA	NA	NA	NA	NA	NA	NA	89.93333333
W309	2014WH	NA	NA	NA	NA	NA	NA	NA	90.08333333
W082	2014WH	25.6	9.666666667	20	10.68333333	2.716666667	6.166666667	3	90.54545455
C055	2014WH	25.33333333	8	18.33333333	10.61666667	2.466666667	5.666666667	3.166666667	91.46
W238	2014WH	23.8	8.666666667	24.33333333	13.65	3.733333333	5.5	3.833333333	92.34146341
W310	2014WH	NA	NA	NA	NA	NA	NA	NA	92.54545455
W274	2014WH	19.2	8.333333333	19	9.85	2.433333333	5.833333333	3	92.57142857
W237	2014WH	NA	NA	NA	NA	NA	NA	NA	92.68292683
C019	2014WH	24.53333333	7.333333333	25.33333333	13.56666667	2.85	5.833333333	3.166666667	92.94285714
C160	2014WH	24.53333333	11.66666667	26	11.53333333	2.45	5.666666667	2.833333333	92.97368421
W308	2014WH	26.73333333	14.66666667	16.33333333	12.61666667	2.7	6.333333333	2.833333333	93.35714286
W040	2014WH	NA	NA	NA	NA	NA	NA	NA	93.36363636
C112	2014WH	22.26666667	8.333333333	30	10.98333333	2.8	5.166666667	3.166666667	93.84210526
W077	2014WH	31.85	11.5	25	15.175	3.625	7	3.25	94
C170	2014WH	25.63333333	12	22.33333333	11.56666667	2.416666667	6	2.833333333	94.14285714
W147	2014WH	24.76666667	14	22	11.65	3.05	6.333333333	3.666666667	94.1627907
W017	2014WH	24.1	13	23	9.333333333	2.2	6.5	3	94.6
C064	2014WH	NA	NA	NA	NA	NA	NA	NA	94.76595745
W078	2014WH	NA	NA	NA	NA	NA	NA	NA	95.22916667
C082	2014WH	28.46666667	11.66666667	32.33333333	11.78333333	2.8	5.833333333	3.166666667	95.92307692
W277	2014WH	26.7	9.666666667	27.33333333	11.1	2.6	6	3	96.04255319
W242	2014WH	NA	NA	NA	NA	NA	NA	NA	96.42553191
W208	2014WH	19.23333333	10.66666667	20.66666667	8.1	1.85	6.5	2.833333333	96.4375
C076	2014WH	25.3	11.33333333	28	11.3	2.45	6.333333333	3	96.48
W305	2014WH	20.96666667	11.33333333	24.33333333	7.65	1.7	5.833333333	2.833333333	96.71052632
C040	2014WH	25.2	14.66666667	45	12.75	2.566666667	6.5	3.166666667	96.72972973
C003	2014WH	31.3	9	32	16.45	4.833333333	6.333333333	4.166666667	96.74074074
W161	2014WH	20.76666667	10	30	10.81666667	3.15	6	3.333333333	96.75862069
C177	2014WH	25.23333333	10.33333333	31.33333333	11.26666667	2.733333333	5.833333333	3.5	97
C068	2014WH	26.36666667	12.33333333	22.66666667	11.28333333	2.583333333	6.333333333	3	97.17241379
W311	2014WH	22.16666667	13.33333333	16	9.7	2.52	6	3	97.55555556
W120	2014WH	21.6	10.66666667	14	9.683333333	2.116666667	6.666666667	2.5	97.58928571
W240	2014WH	23.06666667	9.666666667	30	11.11666667	2.966666667	5.166666667	3	97.72222222
C061	2014WH	23.96666667	10	20	9.25	2.466666667	6	2.833333333	98
W295	2014WH	25.86666667	9	23.66666667	13.03333333	3.35	5.333333333	3.166666667	98.01470588
C171	2014WH	26.5	10.33333333	22.66666667	9.816666667	2.3	6.333333333	3.5	98.45
W146	2014WH	22.96666667	9.666666667	23.33333333	12.11666667	2.45	6.333333333	3	98.50769231
C115	2014WH	23.36666667	10	26.66666667	11.9	2.716666667	6	2.5	98.63888889
W093	2014WH	23.33333333	8.333333333	21.66666667	12.53333333	3.083333333	6.166666667	3.833333333	98.83870968
W052	2014WH	20.56666667	8	26	10.41666667	3.016666667	5.5	4	99.37037037
W175	2014WH	26.2	10	26.33333333	11.83333333	3.1	5.5	3.5	99.375
C105	2014WH	NA	NA	NA	NA	NA	NA	NA	99.54545455
C033	2014WH	21.53333333	8.666666667	24.66666667	10.95	2.333333333	5.333333333	3	100.3076923
C022	2014WH	21.33333333	8.333333333	29.66666667	11.06666667	2.9	4.833333333	3.333333333	100.5957447
C139	2014WH	33.06666667	14.66666667	44.66666667	16.15	2.983333333	6.333333333	3.5	100.7564103
W184	2014WH	24.83333333	9.666666667	25.66666667	12.85	2.85	6	3	101.0714286
W162	2014WH	17.03333333	10.66666667	16.66666667	4.8	1.383333333	5.333333333	2.833333333	101.1470588
W211	2014WH	23.46666667	9	22.33333333	12.58333333	3.133333333	5.833333333	3.333333333	101.5714286
W318	2014WH	28.66666667	9.666666667	26	14.53333333	3.183333333	5.833333333	3.333333333	101.7307692
C020	2014WH	22.9	9.666666667	27.66666667	9.783333333	2.216666667	5.666666667	3	101.75
W104	2014WH	25.56666667	10.33333333	23	11	2.3	6.333333333	3	101.8947368
W065	2014WH	26.1	12.66666667	21.33333333	10.18333333	2.416666667	6.333333333	3	101.9166667
W207	2014WH	26.76666667	12.33333333	33.33333333	9.75	1.883333333	5.666666667	3.166666667	102.4545455
C178	2014WH	25.2	14.33333333	38	10.01666667	2.3	6.666666667	3.166666667	102.9807692
C015	2014WH	26.23333333	10.33333333	25.66666667	13.18333333	2.933333333	6	3.5	103.04
W220	2014WH	33.15	12	26	15.05	3.15	7	3	103.5121951
W076	2014WH	25.5	12.66666667	39	12.23333333	2.75	6.666666667	3.166666667	103.6666667
C157	2014WH	24.66666667	10.33333333	26	12.25	2.8	5.833333333	3.5	103.8717949
C025	2014WH	17.66666667	9.666666667	26.33333333	8.516666667	1.966666667	6.166666667	3	103.94
W087	2014WH	19.63333333	9	26	10	2.666666667	4.666666667	3	105.2068966
W271	2014WH	23.26666667	8.666666667	31.66666667	14.2	3.616666667	5.5	3.333333333	105.25
C188	2014WH	30.2	10.66666667	35	11.73333333	2.416666667	5.333333333	3.166666667	105.2857143
W327	2014WH	20.56666667	12.33333333	31	7.933333333	1.75	6	2.666666667	105.4615385
W056	2014WH	22.3	14.66666667	28.33333333	7.35	1.466666667	5.833333333	2.333333333	105.6666667
W149	2014WH	24.83333333	11.33333333	27	12.91666667	3.1	5.5	3	105.9215686
W033	2014WH	27.03333333	12.66666667	47	12.85	2.516666667	6.5	3.666666667	106.1578947
C164	2014WH	25.26666667	13.66666667	57.33333333	12.8	2.733333333	6	3	106.3181818
W038	2014WH	NA	NA	NA	NA	NA	NA	NA	106.3333333
W018	2014WH	20.53333333	8.333333333	18.66666667	8.233333333	2.25	5.833333333	3	106.4814815
C049	2014WH	25.7	11	35	14.4	3.716666667	5.833333333	4	106.55
C099	2014WH	NA	NA	NA	NA	NA	NA	NA	106.5866667
C202	2014WH	NA	NA	NA	NA	NA	NA	NA	106.8888889
W288	2014WH	27.33333333	14.66666667	27	10.06666667	2.316666667	6.666666667	2.833333333	107.3666667
W302	2014WH	32.06666667	16.33333333	25.66666667	10.21666667	2.266666667	7	2.666666667	107.425
W053	2014WH	28.43333333	10.66666667	32	10.3	2.483333333	6	3.333333333	107.5121951
W106	2014WH	28.93333333	9.333333333	28	12.73333333	2.733333333	5.666666667	3	107.5333333
C011	2014WH	NA	NA	NA	NA	NA	NA	NA	107.5517241
W199	2014WH	34.23333333	9.666666667	24.66666667	12.61666667	3.016666667	6.666666667	3.166666667	108.2903226
W256	2014WH	37.7	11	32.66666667	15.98333333	3.2	7.333333333	3.666666667	108.5
W012	2014WH	23.16666667	11.66666667	22.33333333	10.53333333	2.45	5.833333333	3	109.2142857
W200	2014WH	25.63333333	10.66666667	24.33333333	11.58333333	2.733333333	6.166666667	3	109.65
W088	2014WH	21.46666667	10	25	9.4	2.433333333	5.833333333	3.333333333	109.7297297
W171	2014WH	26.06666667	10.33333333	32.66666667	12.81666667	2.366666667	6.833333333	3	110.5813953
C062	2014WH	25.06666667	13.66666667	36.66666667	10.38333333	2.416666667	6.333333333	3.166666667	110.90625
C066	2014WH	25.93333333	8.666666667	25.66666667	13.3	3.483333333	6.666666667	3.666666667	111
C120	2014WH	21.9	10	29.66666667	10.1	2.166666667	6	3.333333333	111.1470588
C044	2014WH	23.2	12	35	10.4	2.7	6	3.166666667	111.3529412
W080	2014WH	30.13333333	11.33333333	29.33333333	13.88333333	2.616666667	6	2.833333333	111.4833333
W176	2014WH	23.56666667	11.33333333	26.66666667	10.11666667	2.316666667	6	3	111.525
W209	2014WH	24.63333333	11.33333333	28.33333333	6.666666667	1.516666667	5	2.5	111.5384615
W269	2014WH	26.73333333	9.666666667	35	13.38333333	3.15	5	3.166666667	111.65625
W227	2014WH	25.3	12.66666667	29.66666667	11.61666667	2.583333333	6	3	112.1052632
W313	2014WH	26.66666667	10.33333333	29.66666667	12.8	3.2	5.666666667	3	112.3571429
W172	2014WH	28.56666667	12	39.33333333	14.73333333	3.333333333	6.166666667	3.5	112.5294118
W143	2014WH	NA	NA	NA	NA	NA	NA	NA	112.8076923
W231	2014WH	29.16666667	12.66666667	27.33333333	13	2.783333333	6.166666667	3	113.0285714
W289	2014WH	24.33333333	12.33333333	24.66666667	10.65	2.55	6.333333333	3	113.175
C143	2014WH	28.36666667	13	33.66666667	12.8	2.55	5.666666667	3.166666667	113.2264151
C094	2014WH	30.63333333	11.66666667	28	11.68333333	2.083333333	6	3	113.2439024
C117	2014WH	23.26666667	9.333333333	42.66666667	13.03333333	3.75	5	4.5	113.4848485
W185	2014WH	24.8	10.33333333	28.66666667	12.08333333	3.383333333	5.5	3	113.4871795
C180	2014WH	27.4	11.33333333	26	12.03333333	2.816666667	5.833333333	3	113.5581395
C138	2014WH	37.25	14	45.5	14.325	2.775	5.5	3.25	113.82
W253	2014WH	29.2	11.66666667	30	10.11666667	2.266666667	6.5	3	114.1428571
C194	2014WH	NA	NA	NA	NA	NA	NA	NA	114.1777778
C039	2014WH	27.86666667	14.66666667	33	12.2	2.633333333	6.5	3	114.2222222
W099	2014WH	27.83333333	10.66666667	30.33333333	14.6	3.15	6.166666667	3.333333333	114.2222222
C081	2014WH	28.63333333	11.66666667	37	13.01666667	2.466666667	6.5	3	114.25
C009	2014WH	20.03333333	11.66666667	40	8.8	1.833333333	6	2.833333333	114.7222222
W246	2014WH	26.9	8.666666667	22	10.33333333	2.566666667	6.5	3	114.8219178
W306	2014WH	44.35	13.5	51.5	15.4	3.225	6	3.5	114.9142857
W152	2014WH	22.56666667	10.33333333	20.66666667	9.583333333	2.35	5.5	2.333333333	114.9259259
C056	2014WH	23.93333333	11.66666667	35	9.883333333	2.283333333	5.333333333	3.333333333	115
W013	2014WH	20.93333333	11.33333333	30.66666667	8.15	2.016666667	5.333333333	3.333333333	115.55
W317	2014WH	NA	NA	NA	NA	NA	NA	NA	115.7567568
C161	2014WH	23.16666667	9.333333333	23.33333333	11.55	2.483333333	5.833333333	2.833333333	115.8333333
W272	2014WH	NA	NA	NA	NA	NA	NA	NA	115.9295775
C183	2014WH	28.13333333	10	39	15.85	3.266666667	5.833333333	3.5	115.9772727
W168	2014WH	NA	NA	NA	NA	NA	NA	NA	117.05
W024	2014WH	24.46666667	12	25.66666667	10.33333333	2.283333333	5.833333333	3	117.4375
W177	2014WH	25.66666667	12	44	13.06666667	3.45	6	4	117.4827586
C147	2014WH	28	10.66666667	32.33333333	11.48333333	3.016666667	5.666666667	3.333333333	117.5813953
W144	2014WH	29.43333333	12.33333333	24	10.65	2.466666667	6.833333333	2.666666667	117.6363636
W124	2014WH	22.6	11	37.66666667	11.91666667	2.583333333	6	3.333333333	117.7931034
W116	2014WH	37	15.66666667	35	15.3	2.583333333	6.333333333	3.166666667	118.0588235
W138	2014WH	22.56666667	12.33333333	25.33333333	9.066666667	2.166666667	5.5	2.833333333	118.4285714
C060	2014WH	22.73333333	11.66666667	21.66666667	11.23333333	2.583333333	6	3	119.0689655
W062	2014WH	NA	NA	NA	NA	NA	NA	NA	119.1521739
W050	2014WH	31.2	10	23.33333333	14.33333333	3.316666667	7.333333333	3.333333333	119.3953488
W251	2014WH	24.5	11.33333333	38	10.71666667	2.8	5.333333333	3.5	119.5348837
W189	2014WH	22.46666667	11.66666667	30.33333333	11.53333333	2.683333333	6	3	119.8378378
C054	2014WH	18.66666667	10.66666667	23.33333333	6.416666667	1.583333333	6	2.666666667	119.8571429
W314	2014WH	26.1	10	28.33333333	14.05	3.9	5.833333333	3.833333333	120.1463415
C122	2014WH	25.2	15.66666667	54.66666667	13.16666667	2.783333333	6.166666667	4	120.8529412
W153	2014WH	26.76666667	12.33333333	34.66666667	9.9	2.616666667	5.166666667	3	120.8666667
W222	2014WH	NA	NA	NA	NA	NA	NA	NA	121.1578947
C135	2014WH	28.13333333	11.66666667	43.66666667	15.58333333	4.133333333	6.166666667	4.833333333	121.1896552
C123	2014WH	24.13333333	10	34.33333333	11.36666667	3.116666667	5.333333333	3.5	121.4
W180	2014WH	23.86666667	11.66666667	27.66666667	10.83333333	2.466666667	6.166666667	3	122.0526316
C107	2014WH	NA	NA	NA	NA	NA	NA	NA	122.6779661
W250	2014WH	24.43333333	11.33333333	30.33333333	10.76666667	2.483333333	6.5	3.333333333	122.7272727
W283	2014WH	20.53333333	9	30.33333333	10.06666667	2.216666667	5.833333333	4.166666667	122.84
C026	2014WH	21.96666667	13.33333333	26.66666667	8.166666667	1.816666667	6.333333333	2.833333333	123.1612903
C116	2014WH	18.46666667	11.33333333	29	6.75	1.5	6.166666667	2.833333333	123.4186047
C095	2014WH	NA	NA	NA	NA	NA	NA	NA	123.6206897
C131	2014WH	25.76666667	10.66666667	23.33333333	13.31666667	2.483333333	6.333333333	3.166666667	123.7272727
W118	2014WH	22.56666667	14.66666667	28.33333333	9.933333333	2.366666667	6.833333333	3	124.3043478
W201	2014WH	25.23333333	11.33333333	31.66666667	11.85	2.7	6	3	124.9148936
W202	2014WH	27.33333333	11	29.33333333	11.71666667	2.55	6	3.166666667	125.0638298
C069	2014WH	27.56666667	12	31.66666667	11.46666667	2.833333333	5.666666667	3.166666667	125.6382979
C063	2014WH	24.06666667	13.33333333	21.66666667	6.933333333	1.8	5.666666667	2.833333333	125.7272727
C014	2014WH	22.33333333	14.33333333	38.33333333	9.216666667	1.733333333	6.166666667	3.166666667	126.5
W148	2014WH	27.16666667	11.66666667	36.33333333	13.56666667	2.566666667	6.5	3.166666667	126.7941176
W001	2014WH	20.36666667	14.66666667	46	9.966666667	2.566666667	6.333333333	3.333333333	127.0769231
C002	2014WH	30.4	13.33333333	26	13.81666667	3.783333333	7	3.666666667	127.3333333
W132	2014WH	28.23333333	9.666666667	39.33333333	13.66666667	3.133333333	6.166666667	3.666666667	127.4464286
C155	2014WH	21.9	9	38.33333333	13.11666667	3.45	5.166666667	4.333333333	128.15
W006	2014WH	27.13333333	12	31.66666667	9.85	2.216666667	6.166666667	3	128.3529412
W156	2014WH	26.06666667	13.66666667	41.66666667	12.05	2.666666667	6.333333333	3	128.8518519
W057	2014WH	30.4	13.66666667	34.66666667	11.81666667	2.45	6.833333333	3	129.0714286
C073	2014WH	26.03333333	13.33333333	30.66666667	10.4	2.35	6.333333333	2.833333333	129.09375
W079	2014WH	27	13.66666667	25.33333333	11.56666667	2.1	6.5	2.833333333	129.2702703
W085	2014WH	24.63333333	12.33333333	35	12.45	2.533333333	6.333333333	3	129.4333333
W023	2014WH	25.2	12.33333333	42	10.91666667	2.633333333	5.666666667	3.166666667	129.4857143
C118	2014WH	NA	NA	NA	NA	NA	NA	NA	130.2368421
W182	2014WH	23.56666667	11	28	13.73333333	3.166666667	7	3.5	130.3333333
C124	2014WH	27.1	13.33333333	39.33333333	13.18333333	2.783333333	6.333333333	3	130.3962264
C067	2014WH	24.33333333	11.33333333	36	8.766666667	2	5.833333333	3.5	130.5
W058	2014WH	25.26666667	13.66666667	35.66666667	10.63333333	2.5	6.833333333	3.166666667	130.66
C037	2014WH	24.23333333	14	46.33333333	12.8	2.783333333	6.166666667	3	130.78
W160	2014WH	16.9	11.66666667	27.66666667	7.083333333	1.616666667	5.666666667	2.666666667	131.5
W164	2014WH	24.56666667	8.666666667	45.33333333	14.91666667	4.816666667	5	6	131.6756757
W129	2014WH	32.33333333	12.66666667	35	12.85	2.85	6.833333333	3.166666667	131.7857143
W122	2014WH	36.6	14	47.5	14.075	2.75	7	3.25	131.9111111
W296	2014WH	26.5	10.66666667	25.33333333	10.81666667	2.416666667	6	3	132
W072	2014WH	32.46666667	11	38.66666667	14.23333333	2.95	5.833333333	3.5	133.0833333
C165	2014WH	25.7	13.66666667	44.66666667	11.63333333	2.383333333	6	3.166666667	133.1891892
W248	2014WH	29.13333333	9.666666667	40.33333333	15.11666667	2.766666667	6.5	3.166666667	133.3921569
C137	2014WH	30.93333333	12	38	12.91666667	2.416666667	5.666666667	3.166666667	135.2962963
C130	2014WH	NA	NA	NA	NA	NA	NA	NA	135.8205128
W003	2014WH	NA	NA	NA	NA	NA	NA	NA	136.3636364
W060	2014WH	23	8.666666667	30.66666667	11.41666667	2.933333333	5.333333333	4.333333333	136.6666667
W230	2014WH	NA	NA	NA	NA	NA	NA	NA	137.3333333
W005	2014WH	23.76666667	16.33333333	61	9.183333333	2.2	6	4.333333333	137.8648649
W260	2014WH	29.53333333	13	39.33333333	12.18333333	2.9	6.166666667	3.5	137.9166667
W084	2014WH	27.56666667	10	36.33333333	12.45	3.283333333	5.666666667	4	138.0487805
W134	2014WH	28.83333333	10.66666667	38.33333333	12.91666667	3.366666667	5.5	3.833333333	138.1
W257	2014WH	30.8	14	36.5	12.95	2.733333333	6.166666667	3	138.3478261
W181	2014WH	29.16666667	12.33333333	31.33333333	12.25	2.583333333	6.333333333	3	138.5675676
C071	2014WH	NA	NA	NA	NA	NA	NA	NA	138.6904762
W075	2014WH	26.36666667	14	43.5	11.96666667	2.5	6.5	3.166666667	138.9361702
C148	2014WH	23.9	12	41	11.48333333	3.166666667	6.166666667	3.666666667	139
C046	2014WH	28.03333333	9	32.33333333	13.88333333	3.816666667	4.833333333	4	139.0961538
C193	2014WH	25.63333333	10	34	12.23333333	2.283333333	5.833333333	3	139.3214286
C070	2014WH	22.36666667	13.66666667	34.66666667	9.35	1.95	6	3	139.3888889
W258	2014WH	36.2	11.66666667	27.66666667	12.8	2.45	7	3.166666667	139.9487179
W303	2014WH	26.46666667	13	35	10	2.333333333	6.166666667	3.333333333	140.4347826
C169	2014WH	29.23333333	10.33333333	39	12.91666667	3.15	6	3.333333333	140.8378378
W123	2014WH	29.93333333	13.66666667	43	9.866666667	2.15	6.5	3	141.0666667
W111	2014WH	NA	NA	NA	NA	NA	NA	NA	141.2307692
W008	2014WH	31.03333333	14	38.33333333	13.3	3.116666667	6.666666667	3.666666667	141.5666667
C087	2014WH	NA	NA	NA	NA	NA	NA	NA	141.65
W126	2014WH	25.2	11.33333333	38	12.65	2.85	5.166666667	3.166666667	141.7727273
C041	2014WH	25.43333333	16	50.33333333	11.86666667	2.783333333	7	3.833333333	142.0416667
W215	2014WH	23.3	11.33333333	26	11.01666667	2.75	6	3	142.5714286
C134	2014WH	NA	NA	NA	NA	NA	NA	NA	143
C168	2014WH	22.56666667	13	41	10.13333333	1.95	6.5	3	143.4
C050	2014WH	27.23333333	11.33333333	38.66666667	13.45	3.15	5.666666667	3.166666667	143.6451613
W268	2014WH	21.76666667	12.33333333	40	11.1	2.366666667	6	3.166666667	143.6571429
W188	2014WH	27.13333333	10.33333333	45	12.96666667	3.55	4.666666667	5.166666667	145.2
W067	2014WH	34.33333333	13.33333333	42	16.43333333	3.966666667	6	4.5	145.6086957
C065	2014WH	24.3	11.66666667	19	9.183333333	2.133333333	6.5	3	145.7692308
W011	2014WH	27.9	10.33333333	43.66666667	11.55	2.966666667	5.5	4.166666667	146.1
W117	2014WH	24.9	12	36	9.366666667	2.333333333	5.166666667	3.166666667	146.35
W249	2014WH	23.06666667	12	25	9.1	2.116666667	5.833333333	2.833333333	146.5714286
W004	2014WH	25.9	16	35.66666667	7.466666667	1.316666667	5.5	2.833333333	147.0666667
W252	2014WH	35.8	14.5	35.5	13.425	3.025	7.5	3	148.2727273
C172	2014WH	23.26666667	13.66666667	42.66666667	8.8	2.016666667	6	3	148.4166667
C038	2014WH	27.4	11.66666667	34.33333333	13.6	3.333333333	6.166666667	3.333333333	148.5172414
W198	2014WH	36.9	12.5	44.5	13.125	2.925	7	3.75	148.5689655
C191	2014WH	25.53333333	13.66666667	34	11.35	2.466666667	6.666666667	3.166666667	148.7631579
W095	2014WH	25.93333333	10.33333333	28	11.05	2.416666667	6.333333333	3.333333333	148.8
W070	2014WH	NA	NA	NA	NA	NA	NA	NA	149.3953488
W119	2014WH	24.06666667	15.66666667	42.33333333	12.23333333	2.5	6.166666667	2.833333333	149.5833333
W221	2014WH	NA	NA	NA	NA	NA	NA	NA	149.8333333
W125	2014WH	25.03333333	10.33333333	24.33333333	12	2.6	6	3	149.9069767
C045	2014WH	23.46666667	12	44.33333333	11.53333333	2.383333333	6.166666667	3.333333333	150.2608696
C030	2014WH	NA	NA	NA	NA	NA	NA	NA	150.8648649
W214	2014WH	27.06666667	11.66666667	33	12.26666667	2.966666667	6.333333333	3	151.1162791
W091	2014WH	26.96666667	9	39	12.11666667	3.283333333	5.5	6	151.3181818
C007	2014WH	25.46666667	13	44.66666667	11.93333333	2.783333333	5.5	3.333333333	151.3548387
C013	2014WH	26.33333333	8.333333333	32.33333333	11.88333333	2.85	5.833333333	4	151.7727273
W036	2014WH	30.66666667	10.33333333	38.33333333	14.76666667	3.833333333	5.666666667	4.666666667	152.1509434
C043	2014WH	28.06666667	13.33333333	35	14.1	3.283333333	7	3.166666667	153.137931
C091	2014WH	29.8	12	42.66666667	15.28333333	3.816666667	6.666666667	4	153.5306122
C187	2014WH	NA	NA	NA	NA	NA	NA	NA	154.3333333
C167	2014WH	23.86666667	13	45.66666667	10.5	1.9	6.666666667	3	154.375
C151	2014WH	26.2	16	50.33333333	10.36666667	2.3	6.666666667	3	155.2444444
W021	2014WH	NA	NA	NA	NA	NA	NA	NA	155.55
C198	2014WH	29.06666667	12.33333333	42.66666667	15.91666667	3.116666667	5.5	3.5	155.5588235
W254	2014WH	30.23333333	14.66666667	30.66666667	11.56666667	2.65	6.166666667	3.166666667	155.8333333
C031	2014WH	26.3	11.66666667	53.33333333	13.66666667	3.6	5.5	4	155.8529412
W320	2014WH	NA	NA	NA	NA	NA	NA	NA	155.9019608
W205	2014WH	28.73333333	12.33333333	43	13.46666667	2.666666667	6.5	3.166666667	156.375
C166	2014WH	25.5	14.66666667	41	11.83333333	2.383333333	6.166666667	3.166666667	157.2647059
W019	2014WH	23.86666667	13	44.66666667	10.55	3.016666667	4.666666667	4.166666667	157.3225806
C047	2014WH	28.6	11	38.33333333	13.81666667	3.133333333	6	3.333333333	158.7368421
W034	2014WH	29	10.66666667	31.66666667	13.1	3.216666667	5.833333333	3.5	159.3428571
W236	2014WH	27.43333333	12.66666667	51.33333333	11.98333333	3.2	5.666666667	3.666666667	159.5652174
W234	2014WH	24.26666667	13.33333333	43.66666667	11.15	2.316666667	6	3.166666667	159.6666667
W263	2014WH	NA	NA	NA	NA	NA	NA	NA	160.175
W270	2014WH	21.36666667	10.33333333	41.33333333	10.76666667	2.45	6	3.833333333	160.3513514
C129	2014WH	NA	NA	NA	NA	NA	NA	NA	160.5531915
C086	2014WH	28.3	10	35.33333333	15.16666667	4.016666667	6.333333333	5.833333333	160.8888889
W245	2014WH	NA	NA	NA	NA	NA	NA	NA	161.1463415
W026	2014WH	29.73333333	11.66666667	43	13.11666667	3.366666667	6.333333333	3.666666667	161.5853659
C192	2014WH	NA	NA	NA	NA	NA	NA	NA	161.6769231
W049	2014WH	29.73333333	10.66666667	47	15.68333333	3.766666667	6.333333333	4.666666667	161.8333333
W229	2014WH	29.73333333	13	38	12.4	2.766666667	5.833333333	3	162.1219512
W101	2014WH	29.56666667	11.66666667	37.33333333	14.85	3.233333333	6.666666667	3.666666667	162.4324324
W135	2014WH	26.13333333	13	34	12.03333333	2.85	6.5	3	162.5609756
C175	2014WH	26.33333333	14.33333333	36.33333333	10.55	2.533333333	6.166666667	3	163.8
C142	2014WH	NA	NA	NA	NA	NA	NA	NA	163.8333333
C074	2014WH	33.23333333	13.33333333	55.66666667	14.55	2.85	6.166666667	3.5	164.1851852
C184	2014WH	NA	NA	NA	NA	NA	NA	NA	164.8113208
W223	2014WH	26.1	11	47.66666667	14.06666667	3.783333333	5.833333333	4	165.2325581
W267	2014WH	22.76666667	11.33333333	32.66666667	10.98333333	2.566666667	5.833333333	3.166666667	165.3636364
W114	2014WH	NA	NA	NA	NA	NA	NA	NA	165.7333333
W041	2014WH	31.7	14.66666667	31.33333333	12.13333333	2.833333333	6.166666667	3.166666667	165.952381
C144	2014WH	NA	NA	NA	NA	NA	NA	NA	166.1
C179	2014WH	38.45	17	59.5	12.275	2.125	6.5	4	166.3333333
W128	2014WH	27.16666667	17	30.33333333	10.36666667	2.433333333	5.833333333	3	166.6666667
W210	2014WH	32.4	13.33333333	51.66666667	15.36666667	3.483333333	6.166666667	3.666666667	167.3714286
C075	2014WH	28.1	13	64.66666667	10.9	2.633333333	5.5	4.833333333	168
C005	2014WH	33.9	21	45.33333333	11.08333333	2.5	5.833333333	3	168.4761905
W187	2014WH	23.93333333	13.66666667	55.66666667	11.26666667	2.433333333	6.166666667	4	170.173913
C149	2014WH	26.46666667	14	45	9.533333333	2.1	6	2.833333333	170.1923077
C097	2014WH	NA	NA	NA	NA	NA	NA	NA	172.3809524
W165	2014WH	23.56666667	12	51.33333333	9.566666667	2.05	5.833333333	3.333333333	172.7631579
W276	2014WH	30.56666667	10.33333333	36	12.73333333	2.666666667	5.333333333	3	173
C141	2014WH	NA	NA	NA	NA	NA	NA	NA	173.4473684
C163	2014WH	24.1	12.66666667	53.33333333	13.01666667	3.5	5.166666667	4.5	173.4827586
W279	2014WH	28.2	12	42	12.15	2.833333333	5.833333333	3.333333333	173.5555556
C059	2014WH	25.7	14.33333333	48.33333333	12.46666667	2.616666667	6.333333333	3.333333333	173.9642857
W233	2014WH	27.13333333	13	54	12.5	2.466666667	5.833333333	3.333333333	174.5925926
W112	2014WH	32.46666667	9.666666667	41	10.8	2.85	5.166666667	4.333333333	175
C197	2014WH	32.13333333	12.66666667	45.66666667	16.25	3.9	6.5	4	175.0833333
C080	2014WH	28.83333333	12	37.66666667	11.86666667	2.683333333	6.166666667	3.333333333	175.09375
C104	2014WH	29.73333333	12	44.66666667	12.3	2.75	6.166666667	3.5	175.4571429
C098	2014WH	NA	NA	NA	NA	NA	NA	NA	176.1153846
W224	2014WH	26.03333333	10.33333333	45.33333333	13.95	3.7	5.166666667	3.666666667	176.1470588
W022	2014WH	34.4	14.33333333	52.66666667	13.5	2.1	5.833333333	3.666666667	176.3448276
W243	2014WH	26.66666667	12.66666667	50.66666667	12.46666667	3.316666667	5.833333333	3.833333333	176.5263158
W300	2014WH	24.26666667	18.33333333	45.66666667	10.31666667	2.416666667	6.666666667	3.666666667	177.1052632
W055	2014WH	25.1	15.66666667	50.66666667	10.96666667	2.7	5.5	3.333333333	177.7666667
W048	2014WH	31.46666667	11.66666667	41	16.31666667	3.783333333	6.166666667	5	177.875
